Month,Score,Strain,Node
2023-07,0.988000563517212,XCH,node_2433826
2023-07,0.8701140910362843,EG.5.1,node_2340748
2023-06,0.9056046734690564,XBB.1,node_2291749
2023-07,0.994544856641755,EG.5.2,node_2332910
2023-05,1.029386707946757,XCJ,node_2483312
2023-05,0.9286018616792233,XBB.1,node_2291747
2023-06,0.9678594799289872,XBB.2.3.11,node_2486623
2023-07,0.9920122006843226,XBB.1.16,node_2294783
2023-07,1.0564238316661778,EG.5.1.4,node_2333899
2023-06,1.0301001630617173,XBB.1.16.6,node_2310305
2023-07,1.1761892453762866,XBB.1.16,node_2292523
2023-06,0.9938745589773264,XBB.1.9.1,node_2350980
2023-06,0.9698683494960252,GF.1,node_2318607
2023-04,0.9487338293391973,XBB.1,node_2291802
2023-06,1.0321344207594763,XBB.1.16,node_2292522
2023-06,1.0252566673106136,XBB.1.16,node_2300964
2023-05,1.0402785300389528,GE.1,node_2488477
2023-04,0.951137999321299,XBB.2.3,node_2489306
2023-05,1.0728106261960637,XBB.1.16.1,node_2305420
2023-04,1.1162669400712855,XBB.1.16,node_2300534
2023-06,1.015726797585401,FL.25,node_2328010
2023-04,1.0412227287819664,XBB.1.9.1,node_2355176
2023-05,1.0061776507955655,XBB.2.3.3,node_2485420
2023-05,1.1425537533097876,GJ.1.2,node_2484169
2023-04,1.0494210578738463,XBB.1.5_17124,node_2399161
2023-05,0.9654291284190613,FL.22,node_2350878
2023-02,1.0650107167954375,XBB.1.9,node_2365308
2023-05,1.0636838814528806,FE.1.1.1,node_2368569
2023-05,1.0393730260887888,GY.5,node_2309193
2023-04,0.9813716420897947,XBB.1.22,node_2316620
2023-02,1.0656021628784127,XBB.1.5_17124,node_2399167
2023-05,1.0066339812713931,XBB.1.9,node_2323000
2023-05,0.9923157273238733,XBB.1,node_2291732
2023-04,1.0582889828669304,XBC.1.6.4,node_2155204
2023-05,1.099338263745411,XBB.1.16.1,node_2307263
2023-05,0.9605816656242576,XBB.1.5.43,node_2317874
2023-04,1.0294970437339206,XBB.1.5_17124,node_2432183
2023-02,1.1154913753419586,FL.13,node_2323933
2023-03,1.0121910536090009,XBB.1.43.1,node_2322687
2023-03,0.9963104945627653,XBB.1.5_17124,node_2399111
2022-12,1.1772889656355534,XCA,node_2535950
2023-03,0.9683684682133402,XBB.1.5_17124,node_2407149
2022-11,0.9838255259801566,XBT,node_3363547
2023-02,1.1274020358542713,XBB.1.5_17124,node_2407120
2022-12,0.9950500625000096,XCB,node_2777910
2023-02,0.9517967218781309,XBB.1.5_17124,node_2407123
2023-03,1.025949147575969,XBB.1.5_17124,node_2408420
2022-12,1.2512025820612525,XBB.1,node_2371677
2022-10,1.1164721590370636,BA.5.2,node_3363545
2022-12,0.9319555705232659,BA.4_dropout,node_2759634
2022-10,0.8304468525083765,BA.4_dropout,node_2759619
2023-01,1.0187619721483374,BQ.1.1.66,node_2861778
2023-01,0.9476136037813129,BA.4_dropout,node_2759639
2022-09,1.0553644395343653,BA.5.2,node_3363540
2022-10,1.0434538706058962,BN.1.3,node_2550083
2023-01,1.0991592834739787,XBB,node_2475905
2022-12,0.9167652651727363,BR.2.1,node_2537927
2023-01,1.112215343031454,BQ.1.2.1,node_2811516
2023-01,0.8782706807432328,BA.4_dropout,node_2759643
2023-01,1.065001029419361,BA.5.1,node_3013683
2023-02,0.9760605923932838,BA.4_dropout,node_2759623
2023-01,0.9779173137268758,BQ.1.24,node_2818909
2023-01,1.0350197943778778,BA.4_dropout,node_2759686
2022-12,1.1568667308425817,BQ.1.30,node_2820142
2022-12,0.9397533234889707,BA.5.2.1,node_3234599
2023-01,1.1223104579879888,BQ.1.13,node_2805397
2022-12,1.0,BF.7,node_3219526
2022-12,1.0442103404492447,BA.5.3.1,node_2777925
2022-10,1.0247734685425316,BA.2.3.20,node_2521889
2023-01,1.008845753847812,BA.5.2.1,node_3131041
2023-01,0.9938337379082135,XBB,node_2475907
2023-01,1.0729557353834818,XBB.1,node_2374880
2022-12,1.0932969540279112,BA.5.2,node_3363270
2022-12,1.0325397853696516,BA.5.2.1,node_3179529
2022-11,0.9989331660245229,BA.4_dropout,node_2759607
2022-11,1.0534850879039734,BQ.1.1,node_2852557
2022-12,0.9838098128794721,BQ.1.10.3,node_2818717
2022-11,1.121047877073605,BA.5.9,node_2768108
2022-12,1.1192625305510178,BA.5.2.1,node_3182459
2022-12,0.9295655971742076,BF.7.18,node_3209617
2022-10,1.081355595738926,BQ.1,node_2808002
2022-12,1.079992082119341,BA.5.2,node_3241133
2022-12,0.9077978461295215,BA.5.2.1,node_3234564
2022-08,1.0762907812327855,BA.5.2,node_3363217
2022-11,1.0335526987328625,BQ.1,node_2816265
2022-11,0.9921447359086288,BN.1.9,node_2559250
2022-10,1.014318010355752,BA.5.3,node_2774372
2022-10,1.1289847761803085,BA.2.75,node_2535839
2022-11,1.17791301546168,BE.4.1.1,node_2920947
2022-11,0.9635743095951049,BF.7,node_3213018
2022-10,1.0670127114135255,BE.1.4,node_2936212
2022-09,1.106665504401645,BA.5.2.1,node_3132720
2022-12,1.1444444579331812,XBB.2.6,node_2478877
2022-11,1.1211732693428955,DB.3,node_3257105
2022-07,0.679833523053505,BA.2,node_3368638
2022-12,1.146147113966379,BQ.1.1,node_2852515
2022-10,1.056427652416129,BQ.1.1,node_2887924
2022-11,0.9836506613525685,XBB,node_2476020
2022-11,1.0261983236217673,BF.7.4,node_3208807
2022-07,1.030793069183443,BA.5.2.1,node_3160569
2022-11,1.1244149387170144,BQ.1.8,node_2899046
2022-09,1.1654645392926106,BA.5.2.1,node_3086817
2022-08,1.0392052447006748,BA.5_dropout,node_2760155
2022-11,0.8836707508590739,BA.5.2,node_3363521
2022-11,0.9492097471233881,BF.7,node_3215944
2022-09,1.0644047208769578,BA.5.2,node_3363407
2022-10,1.0864860102480889,BF.10,node_3125342
2022-11,1.0214100810398274,BF.7,node_3213821
2022-10,1.084920563315534,BA.5.1,node_2972808
2022-11,1.1780153242391647,BQ.1.1.7,node_2827406
2022-09,1.0825642542639147,BA.4.6,node_2755698
2022-11,1.0618451248068974,BA.5.2.1,node_3161449
2022-10,1.0289828950970794,BA.5.1.10,node_3055363
2022-08,1.119999008717523,BA.4_dropout,node_2759491
2022-11,1.0363616987155637,BQ.1.5,node_2814038
2022-11,1.1223848706159028,BQ.1.1,node_2848138
2022-11,1.1053092381780683,BA.5.2.1,node_3234591
2022-10,1.0,BA.5.2.1,node_3081316
2022-10,1.000019999600008,CL.1,node_3022770
2022-10,1.0090856682162692,BA.2.75,node_2535817
2022-10,1.0188685023652344,BA.5.2,node_3363441
2022-10,1.012613508753482,BA.5.1.10,node_3055362
2022-08,1.0954812888123346,BA.5.2.1,node_3179524
2022-10,1.102297565206826,BE.1.1,node_2793153
2022-11,1.0511395828782517,BA.5.2.1,node_3078280
2022-07,0.8084193893090358,BA.5,node_2770710
2022-07,0.9890216755734331,BA.5.2,node_3304576
2022-09,1.0825407902126871,BF.26,node_3195788
2022-11,1.0157172525085427,BF.10,node_3125328
2022-09,0.9401301988676193,BA.5.2,node_3363381
2022-09,1.0261906037131352,BA.5.2,node_3357196
2022-09,1.0289468871181666,BA.5.2.1,node_3181455
2022-07,1.0056115260499128,BA.5.2,node_3358025
2022-10,1.004488374658454,BA.5.2.1,node_3179526
2022-10,1.1354634252528713,BF.14,node_3176279
2022-10,1.020972165059361,BA.5.2,node_3336884
2022-08,1.0605313113856338,BA.5.2.1,node_3181434
2022-10,0.8793659504075059,BA.5_dropout,node_2760989
2022-06,1.1808885363106711,BA.4,node_2732768
2022-09,1.056169143220558,BA.5.1,node_3022387
2022-10,0.9989759866454708,BA.5.2.1,node_3203140
2022-10,0.9822235622436589,BA.5.1,node_3016236
2022-10,1.0678151773938118,BQ.1.1.4,node_2916312
2022-07,0.7718814125307664,BA.4_dropout,node_2759489
2022-09,1.020352583040259,miscBA.5BA.2.75,node_3181385
2022-08,1.0261501298118934,BA.5.2,node_3279897
2022-09,1.055746867257633,BA.4.6,node_2749132
2022-09,1.0712012275040281,BA.5.1.23,node_3008352
2022-07,0.9178861151914344,BA.4_dropout,node_2759483
2022-08,0.9864681199080402,BA.5.1.4,node_2992829
2022-10,0.9821573988212188,BA.5.2.18,node_3278664
2022-10,1.045318873953418,BA.5,node_2771387
2022-09,1.1206774028169197,BA.5.1,node_2998526
2022-08,1.0190873259661128,B.1.1.307,node_1441556
2022-08,1.0434456703275774,BA.5.2.1,node_3178605
2022-09,1.1172554117927131,BA.5.2.1,node_3234580
2022-10,1.1076322083209942,BA.5.2.23,node_3352083
2022-10,1.0191955640495778,BA.4.6,node_2744098
2022-07,0.9738429956276864,BA.5.1.30,node_3048525
2022-09,1.0320440938632571,BA.5.1,node_3005400
2022-09,1.1138624416015321,BA.5.2,node_3363542
2022-08,1.3028001632862323,BE.12,node_2922859
2022-09,1.0629681201219345,BE.1,node_2935018
2022-10,1.1140673505863206,BA.5.2.1,node_3077430
