Month,Score,Strain,Node
2021-01,0.9913893313412105,XB,node_19414
2021-08,0.8242994747132429,XC,node_757627
2021-02,1.008372411114121,XA,node_1464631
2022-01,0.9731453797656818,XS,node_1867526
2022-07,1.1799962271644102,XAW,node_1867553
2022-02,1.2406079560269023,XD,node_1867569
2022-01,0.9962452687942449,XF,node_2006441
2022-02,0.6966669175331577,XP,node_2045160A
2022-07,1.8168782546402171,XAY,node_2152938
2022-05,1.6071372218077193,XBA,node_2153488
2022-09,2.146594619433781,XBC,node_2153494
2022-03,0.9936390427638635,XZ,node_2160142
2022-03,0.9936092356790766,XAD,node_2160308
2022-04,0.9603695186399765,XAT,node_2160392
2022-03,1.018237947108255,XT,node_2160577
2022-03,0.9937085926283661,XAH,node_2160628
2022-04,0.9935694928993604,XAP,node_2160668
2022-03,0.9446746025184317,XAE,node_2160763
2022-03,0.9605337228422727,XAC,node_2160825
2022-05,0.9759846810883198,XAK,node_2263537
2022-10,1.180453370140384,XBB,node_2289673
2023-03,0.9660655141385719,XCE,node_2313904
2023-02,1.023953145111621,XBL,node_2317233
2022-12,1.0905426438477468,XBV,node_2371688
2023-07,1.0766613465774488,XCM,node_2371825
2022-12,0.973311890950165,XCG,node_2374779
2023-02,1.0155563189205339,XCC,node_2374824
2023-02,1.1039809650386458,XBW,node_2399128
2023-06,0.9716743025698255,XCK,node_2399170
2023-03,1.239393129228426,XCD,node_2399175
2023-06,1.1301480784709228,XCL,node_2433773
2023-06,0.983294854214726,XCH,node_2433826
2023-03,0.9527010939735665,XCF,node_2453298
2022-11,1.0821855138099803,XBN,node_2475824
2023-04,0.9602573335253736,XCJ,node_2483312
2022-11,1.0884394830034885,XBJ,node_2523919
2022-09,1.137559848971523,XBD,node_2535705
2022-11,1.1651295321801607,XBP,node_2535865
2022-12,1.4879230055756227,XBR,node_2535910
2022-12,1.3598003049498164,XCA,node_2535950
2022-11,1.3171851143891142,XBS,node_2535984
2023-01,0.8621653541693877,XBY,node_2537928
2022-10,1.1962077459480724,XBU,node_2565068
2022-11,1.1238499999999998,XBF,node_2588106
2022-10,1.0,XBK,node_2591890
2022-10,0.9926250000000002,XBQ,node_2592466
2022-09,0.959296,XBH,node_2598995
2022-06,1.055357945989373,XAJ,node_2685033
2022-05,0.9396410907667347,XAS,node_2759730
2022-12,0.9345537514477756,XCB,node_2777910
2022-11,0.9908740499995047,XBZ,node_2837476
2022-06,1.06150575396,XAZ,node_2949678
2022-06,0.9761370849481,XAV,node_2964228
2022-06,0.9753499364006678,XAN,node_2997440
2022-09,1.2605581517217537,XBM,node_3155766
2022-08,0.9227345186631049,XBE,node_3361384
2022-08,1.282969309572472,XBG,node_3363218
2022-11,1.023567168479293,XBT,node_3363547
2022-03,0.9227547914174575,XL,node_3394068
2022-02,0.9226256238301214,XU,node_3394089
2022-02,0.9225877961795446,XG,node_3394100
2022-04,0.9020781269776844,XY,node_3394238
2022-03,0.8827802582826813,XE,node_3394400
2022-03,0.8931786488922577,XJ,node_3394928
2022-03,0.9019608720643159,XV,node_3394979
2022-03,0.86407962145953,XM,node_3395004
2022-03,0.832324464099212,XK,node_3395144
2022-04,0.86407962145953,XAQ,node_3395280
2022-04,0.8649784979129778,XAL,node_3395330
2022-03,0.9391594576246676,XH,node_3395460
2022-04,0.8764171250379875,XAF,node_3395493
2022-03,0.9432690673695032,XAB,node_3395641
2022-04,0.8993145176833371,XAM,node_3395694
2022-04,0.9432690673695032,XAG,node_3395814
2022-03,0.978056830574091,XQ,node_3395950
2022-03,0.9902936286125196,XR,node_3395979
2022-03,0.9435803461617353,XAA,node_3396082
2022-04,0.9419561475506297,XAU,node_3396226
2022-03,0.9745585523543179,XAR,node_3396325
2022-04,0.9988938517259439,XW,node_3396409
2022-03,0.9747047302900533,XN,node_3396475
